time,stormy,blue_sky,cloudy
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.028060520256339608,0.06267527439012474,0.04629979606933005
173,0.05608209573557476,0.1273316591939171,0.08044244748556804
174,0.07229066395082127,0.15938111902321273,0.0881070483504747
175,0.06934348066352869,0.14490346902867812,0.07229953803806301
176,0.028574110783704074,0.06852739816330829,0.028042389081718022
177,0.016133835192893294,0.027533352430689724,0.015512062468965413
178,0.00047353431667620437,0.0012626877063529021,0.0008047176655002997
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.04486595394540765,0.12057070854742216,0.07793360695749449
197,0.16131159581609503,0.358497441510787,0.23777964523045447
198,0.2230670044834686,0.5167531898961856,0.3729730135672362
199,0.18050899006152685,0.610776236794095,0.35971830375304886
200,0.20895370705358304,0.4226453795127364,0.32137495394961146
201,0.11344000433791197,0.2375087330173177,0.1217472430161491
202,0.025548815221336164,0.054402639892499015,0.028029045970178
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.007314658566673508,0.012307039237251823,0.007196272338440863
221,0.00908493094148393,0.03465141607695665,0.024106392663586655
222,0.01762740659016099,0.03913931224039249,0.022766814484967004
223,0.008806938734906905,0.030619493870073393,0.019821358770335234
224,0.00815052264157902,0.02104695679380888,0.01545069158215117
225,0.0066978456566641024,0.014706004041039134,0.008061643536585162
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.035717213773675704,0.11999478026652549,0.06746659380358469
245,0.13856531329552382,0.3882803572615902,0.20786818733393875
246,0.18054968208467784,0.4986977274942082,0.21865726530871718
247,0.18690684299933039,0.43247259928864384,0.2986180784042595
248,0.2394970801059508,0.4192980458885173,0.2274827139891733
249,0.09999216165277768,0.20061940986403706,0.12967186626367383
250,0.008973878509595891,0.028313746144996623,0.018542216667956166
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.0,0.0,0.0
261,0.0,0.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.001367986653990905,0.003614189622938618,0.0021024823483026963
269,0.0046176665195574815,0.011425202211706726,0.0056049884807926114
270,0.008373655275785949,0.01503253067775479,0.007295920994698131
271,0.008553930837169346,0.031372032897337414,0.019532877472067157
272,0.017873174881249385,0.0356561517992012,0.01918233716815882
273,0.007014326285427422,0.01584877702111515,0.010033860345836802
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,0.0,0.0,0.0
281,0.0,0.0,0.0
282,0.0,0.0,0.0
283,0.0,0.0,0.0
284,0.0,0.0,0.0
285,0.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0004410635243055788,0.0011806659050320376,0.0006341891190617234
293,0.011114243984339947,0.024503914930863145,0.01136676698051265
294,0.014999643360702133,0.034782509432859654,0.019281928602622705
295,0.013351980254691972,0.03370123300542446,0.018565909423764376
296,0.021828519539103027,0.04413765015864873,0.025939565253646973
297,0.01114532899384088,0.024496149356224593,0.015444253791696111
298,0.001162572423767792,0.002051093422278789,0.0015706120912103222
299,0.0,0.0,0.0
300,0.0,0.0,0.0
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,0.0,0.0,0.0
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
310,0.0,0.0,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,0.036364499016287764,0.06657523373332189,0.05048078696563454
317,0.11911922438252623,0.34264949306133596,0.17371911285128205
318,0.22627706998075878,0.5973168827997022,0.23866392887091814
319,0.22742231936102913,0.6324490763350442,0.3171904951199125
320,0.19011794949422836,0.43507518447605537,0.2574486132870793
321,0.11190314050873827,0.21690731322542312,0.1153509121833955
322,0.01881800692544937,0.04920442785981194,0.033151710568184854
323,0.0,0.0,0.0
324,0.0,0.0,0.0
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,0.0,0.0,0.0
328,0.0,0.0,0.0
329,0.0,0.0,0.0
330,0.0,0.0,0.0
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,0.0,0.0,0.0
334,0.0,0.0,0.0
335,0.0,0.0,0.0
336,0.0,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,0.0,0.0,0.0
340,0.0,0.0,0.0
341,0.0005243687211491912,0.0010770473748782615,0.0006195862311839311
342,0.0010489933142217446,0.0024214458576838306,0.0017202237371278537
343,0.022914589805607236,0.05865065772402433,0.04486478423413956
344,0.06657573690741066,0.17138593389751833,0.07317669521560345
345,0.07377190411674267,0.18360968048634604,0.10637495013719686
346,0.006748639751155083,0.02419304070310286,0.014931460534247392
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,0.0,0.0,0.0
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,0.0,0.0,0.0
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0018395118112456655,0.0042311061993972506,0.002984131127352593
366,0.003656864737267292,0.008877143956567872,0.003744751847091829
367,0.0035088146805472564,0.008409875849377187,0.004212535315239849
368,0.005607443708403714,0.01386606501623658,0.00784339292292282
369,0.004226990216144534,0.012064407522431942,0.007084888241526667
370,0.0005024510174258943,0.0012570945694603873,0.0007377618406420092
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.0,0.0
377,0.0,0.0,0.0
378,0.0,0.0,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,0.0,0.0,0.0
383,0.0,0.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.008330593373460472,0.016199347852670267,0.00893739261955032
389,0.016807766108482867,0.03912181355799756,0.025107836316600875
390,0.024199353439044686,0.06933707017676545,0.035212223350702225
391,0.03459909078049098,0.07257620067926303,0.038497711376433215
392,0.013247160454725687,0.04134246843834331,0.02676375691930212
393,0.012979771655123271,0.023592058818921072,0.013550069209218208
394,0.0037076640724327723,0.0075951791716743055,0.0044949519045542835
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,0.0,0.0,0.0
400,0.0,0.0,0.0
401,0.0,0.0,0.0
402,0.0,0.0,0.0
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,0.0,0.0,0.0
408,0.0,0.0,0.0
409,0.0,0.0,0.0
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.06238594492675879,0.22090740325774944,0.10392190956176461
413,0.23855171923214336,0.46900457201812507,0.25893938681620843
414,0.2559510725750204,0.5232633900751494,0.3330870992063078
415,0.2113002191331393,0.5986151096611968,0.30273998158880167
416,0.27907907415725947,0.5380901576069979,0.3874964703597705
417,0.1330075404916143,0.2820681069048142,0.1695538940937934
418,0.038929572259602106,0.0825614823713678,0.03683194608601261
419,0.0,0.0,0.0
420,0.0,0.0,0.0
421,0.0,0.0,0.0
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,0.0
425,0.0,0.0,0.0
426,0.0,0.0,0.0
427,0.0,0.0,0.0
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
432,0.0,0.0,0.0
433,0.0,0.0,0.0
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.019222985082156745,0.03659239863239712,0.018278608738841903
437,0.018461482563104054,0.0629672877933963,0.03715268244631279
438,0.016483087803224227,0.05495783489734427,0.04070481466182704
439,0.02373337104529623,0.05025720501598036,0.035767979871764125
440,0.018305822526393643,0.04602714888432659,0.02271365767027528
441,0.008444418928240043,0.02280398766403153,0.012775264005889773
442,0.0011730231599840493,0.0038050172965175483,0.0026560095305676393
443,0.0,0.0,0.0
444,0.0,0.0,0.0
445,0.0,0.0,0.0
446,0.0,0.0,0.0
447,0.0,0.0,0.0
448,0.0,0.0,0.0
449,0.0,0.0,0.0
450,0.0,0.0,0.0
451,0.0,0.0,0.0
452,0.0,0.0,0.0
453,0.0,0.0,0.0
454,0.0,0.0,0.0
455,0.0,0.0,0.0
456,0.0,0.0,0.0
457,0.0,0.0,0.0
458,0.0,0.0,0.0
459,0.0,0.0,0.0
460,0.0376095157177485,0.07131529290665323,0.04010331216614333
461,0.07502542692437875,0.18280888512593402,0.1265031395786638
462,0.09159584667975794,0.23642658714629097,0.1459357696626176
463,0.12409272187547449,0.2757599208573713,0.1696975952752569
464,0.10997261888195634,0.27644370173899624,0.20290717648879844
465,0.0559146556854613,0.1381934404989744,0.06800506692668504
466,0.01347400008010422,0.031053497227763644,0.01965896446843378
467,0.0,0.0,0.0
468,0.0,0.0,0.0
469,0.0,0.0,0.0
470,0.0,0.0,0.0
471,0.0,0.0,0.0
472,0.0,0.0,0.0
473,0.0,0.0,0.0
474,0.0,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,0.0,0.0,0.0
479,0.0,0.0,0.0
480,0.0,0.0,0.0
481,0.0,0.0,0.0
482,0.0,0.0,0.0
483,0.0,0.0,0.0
484,0.018672056720749064,0.05624054715598843,0.027353441470409714
485,0.055097292872195815,0.18379268240263094,0.11989293253740183
486,0.13669761143478465,0.37637599811978056,0.18371183626994889
487,0.1406724266702432,0.39106828574051267,0.28832783104098086
488,0.19593324990762612,0.3428189805691663,0.21452977106766713
489,0.11586830321190418,0.2213597335248105,0.12250725339634615
490,0.02845455594449528,0.07058569358466904,0.04384073137215899
491,0.0,0.0,0.0
492,0.0,0.0,0.0
493,0.0,0.0,0.0
494,0.0,0.0,0.0
495,0.0,0.0,0.0
496,0.0,0.0,0.0
497,0.0,0.0,0.0
498,0.0,0.0,0.0
499,0.0,0.0,0.0
500,0.0,0.0,0.0
501,0.0,0.0,0.0
502,0.0,0.0,0.0
503,0.0,0.0,0.0
504,0.0,0.0,0.0
505,0.0,0.0,0.0
506,0.0,0.0,0.0
507,0.0,0.0,0.0
508,0.004543669465150345,0.009960192820182472,0.006269245306619105
509,0.011673339674049094,0.035485723829243046,0.025524158266776356
510,0.02319001003343129,0.051713559359046396,0.028558881576144876
511,0.03514330942291112,0.07152555748903977,0.051082895439959274
512,0.030946837695368337,0.08961705976993034,0.05139321450776034
513,0.024554618027750413,0.06939605722670426,0.04368174775179544
514,0.007961811604977002,0.024292029125668364,0.01312647153829613
515,0.0,0.0,0.0
516,0.0,0.0,0.0
517,0.0,0.0,0.0
518,0.0,0.0,0.0
519,0.0,0.0,0.0
520,0.0,0.0,0.0
521,0.0,0.0,0.0
522,0.0,0.0,0.0
523,0.0,0.0,0.0
524,0.0,0.0,0.0
525,0.0,0.0,0.0
526,0.0,0.0,0.0
527,0.0,0.0,0.0
528,0.0,0.0,0.0
529,0.0,0.0,0.0
530,0.0,0.0,0.0
531,0.0,0.0,0.0
532,0.02368281696649288,0.05769658142198812,0.03252638748385
533,0.04129992342258922,0.14051953633365835,0.056001874741707564
534,0.052612783095593876,0.1370640376296493,0.07624371921665186
535,0.057540344853007123,0.14063609759255827,0.06927323461321408
536,0.037256279712444426,0.09389736565949382,0.06150634441674367
537,0.025384944506735962,0.06823899710869358,0.03646086958905794
538,0.01021069777566455,0.023720201482417824,0.012204183939194873
539,0.0,0.0,0.0
540,0.0,0.0,0.0
541,0.0,0.0,0.0
542,0.0,0.0,0.0
543,0.0,0.0,0.0
544,0.0,0.0,0.0
545,0.0,0.0,0.0
546,0.0,0.0,0.0
547,0.0,0.0,0.0
548,0.0,0.0,0.0
549,0.0,0.0,0.0
550,0.0,0.0,0.0
551,0.0,0.0,0.0
552,0.0,0.0,0.0
553,0.0,0.0,0.0
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,0.00812230879666951,0.023540625712430586,0.012836740914140679
557,0.02146697651724778,0.05599477963936497,0.03207571548369139
558,0.03937950063936156,0.08665338672019121,0.059935364104573334
559,0.03800582880919182,0.08684679526982908,0.0549981167749294
560,0.04073126639810238,0.09020712154673145,0.05674883994688175
561,0.03466946391336265,0.05391340170595477,0.030360336310024192
562,0.0076324621144612005,0.01499698924164227,0.008242911252094413
563,0.0,0.0,0.0
564,0.0,0.0,0.0
565,0.0,0.0,0.0
566,0.0,0.0,0.0
567,0.0,0.0,0.0
568,0.0,0.0,0.0
569,0.0,0.0,0.0
570,0.0,0.0,0.0
571,0.0,0.0,0.0
572,0.0,0.0,0.0
573,0.0,0.0,0.0
574,0.0,0.0,0.0
575,0.0,0.0,0.0
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,0.0,0.0,0.0
579,0.0,0.0,0.0
580,0.013880090659485476,0.034817790714085445,0.016934263131452423
581,0.019255790761616636,0.04950857389867229,0.026590634734737297
582,0.02534751839747828,0.05414748136900101,0.0300051102773613
583,0.030536910002778465,0.050489135133503886,0.035390183883935014
584,0.02020927839472813,0.04315508380989596,0.029533628745386304
585,0.014170195583010907,0.03260948055161326,0.015846057688044125
586,0.0036325112803678047,0.010717408141918792,0.00511964242752906
587,0.0,0.0,0.0
588,0.0,0.0,0.0
589,0.0,0.0,0.0
590,0.0,0.0,0.0
591,0.0,0.0,0.0
592,0.0,0.0,0.0
593,0.0,0.0,0.0
594,0.0,0.0,0.0
595,0.0,0.0,0.0
596,0.0,0.0,0.0
597,0.0,0.0,0.0
598,0.0,0.0,0.0
599,0.0,0.0,0.0
600,0.0,0.0,0.0
601,0.0,0.0,0.0
602,0.0,0.0,0.0
603,0.0,0.0,0.0
604,0.0032480609419342204,0.0080543723073247,0.0030203709522192493
605,0.019942707856418395,0.03889993198004465,0.02158579034809689
606,0.022821538324840705,0.06464246742417656,0.04710218936780456
607,0.024785278958144648,0.08011950956281509,0.026330551392330787
608,0.016106398755478608,0.06555455572367216,0.03844691271487813
609,0.017539319641020793,0.028347834558792126,0.018469731848157544
610,0.003958055959447841,0.008173846980126083,0.004305143497883938
611,0.0,0.0,0.0
612,0.0,0.0,0.0
613,0.0,0.0,0.0
614,0.0,0.0,0.0
615,0.0,0.0,0.0
616,0.0,0.0,0.0
617,0.0,0.0,0.0
618,0.0,0.0,0.0
619,0.0,0.0,0.0
620,0.0,0.0,0.0
621,0.0,0.0,0.0
622,0.0,0.0,0.0
623,0.0,0.0,0.0
624,0.0,0.0,0.0
625,0.0,0.0,0.0
626,0.0,0.0,0.0
627,0.0,0.0,0.0
628,0.001011144982457739,0.0022553663122341213,0.001682062461318129
629,0.006094191518470948,0.012366606247013806,0.006466454662615946
630,0.006945824277598879,0.023528992906606715,0.01844622907387572
631,0.015670920766705475,0.03299157751582709,0.016789794967872137
632,0.00968398420284202,0.0260543020717863,0.0191787794347781
633,0.005030430823057838,0.01408919550463228,0.00785915474357754
634,0.0007975791249479664,0.00237606821950537,0.0015152385500656845
635,0.0,0.0,0.0
636,0.0,0.0,0.0
637,0.0,0.0,0.0
638,0.0,0.0,0.0
639,0.0,0.0,0.0
640,0.0,0.0,0.0
641,0.0,0.0,0.0
642,0.0,0.0,0.0
643,0.0,0.0,0.0
644,0.0,0.0,0.0
645,0.0,0.0,0.0
646,0.0,0.0,0.0
647,0.0,0.0,0.0
648,0.0,0.0,0.0
649,0.0,0.0,0.0
650,0.0,0.0,0.0
651,0.0,0.0,0.0
652,0.008516000357001305,0.02089907358925432,0.010473856306927709
653,0.017520633410662484,0.060101124027441756,0.03517481134468003
654,0.04771216676047412,0.07537986854711062,0.04010074309415547
655,0.03187307613429128,0.06988384267595472,0.047004039443701
656,0.02306407474279955,0.05776999830144037,0.039772903564486296
657,0.012937274773513991,0.030147939847893535,0.015339747897297704
658,0.004678276284691069,0.00969805145397784,0.0067306497586163
659,0.0,0.0,0.0
660,0.0,0.0,0.0
661,0.0,0.0,0.0
662,0.0,0.0,0.0
663,0.0,0.0,0.0
664,0.0,0.0,0.0
665,0.0,0.0,0.0
666,0.0,0.0,0.0
667,0.0,0.0,0.0
668,0.0,0.0,0.0
669,0.0,0.0,0.0
670,0.0,0.0,0.0
671,0.0,0.0,0.0
672,0.0,0.0,0.0
673,0.0,0.0,0.0
674,0.0,0.0,0.0
675,0.002533309987445475,0.006701957702922457,0.004360326393087034
676,0.04006106879170196,0.12069699805120987,0.06704038852944373
677,0.1161390516268863,0.19544572464364932,0.13200148657026292
678,0.12642994977404093,0.2884562556022687,0.1432386140836708
679,0.13170265699487732,0.22218257955031048,0.14011052222234177
680,0.09383542185030906,0.198677407364628,0.11559841571238531
681,0.029419206538749056,0.09037518839650716,0.05672229870306325
682,0.008055863520696406,0.023088309535276404,0.013301725768879353
683,0.0,0.0,0.0
684,0.0,0.0,0.0
685,0.0,0.0,0.0
686,0.0,0.0,0.0
687,0.0,0.0,0.0
688,0.0,0.0,0.0
689,0.0,0.0,0.0
690,0.0,0.0,0.0
691,0.0,0.0,0.0
692,0.0,0.0,0.0
693,0.0,0.0,0.0
694,0.0,0.0,0.0
695,0.0,0.0,0.0
696,0.0,0.0,0.0
697,0.0,0.0,0.0
698,0.0,0.0,0.0
699,0.0009630195727114021,0.0022535400900525826,0.0016240113275799567
700,0.017461380219975745,0.049847296667245404,0.03038549923642048
701,0.048392073806695114,0.09641898214982055,0.059654166221603674
702,0.049829613189704,0.15132733878959412,0.042503542026158476
703,0.05243646507309203,0.17225926945887618,0.1209447762357459
704,0.04717418032272252,0.16962305177572076,0.08183785268428836
705,0.04652988259616881,0.0992629682770682,0.05388615657941789
706,0.00892696955400892,0.02856909057110261,0.016390577604503832
707,0.0,0.0,0.0
708,0.0,0.0,0.0
709,0.0,0.0,0.0
710,0.0,0.0,0.0
711,0.0,0.0,0.0
712,0.0,0.0,0.0
713,0.0,0.0,0.0
714,0.0,0.0,0.0
715,0.0,0.0,0.0
716,0.0,0.0,0.0
717,0.0,0.0,0.0
718,0.0,0.0,0.0
719,0.0,0.0,0.0
720,0.0,0.0,0.0
721,0.0,0.0,0.0
722,0.0,0.0,0.0
723,0.0,0.0,0.0
724,0.004136692350502354,0.010067069665231246,0.004382846326347612
725,0.01155843999275357,0.027755404327187594,0.02103216971020445
726,0.018066362159035412,0.038127741311548655,0.023898728415011533
727,0.022994601333055184,0.05278250988265478,0.028468239199149495
728,0.017840961278762554,0.04203159193141854,0.028779355275942387
729,0.012242916296333292,0.038556100510741965,0.01827847115287798
730,0.006754598831626987,0.015389319267352127,0.009005972298307
731,0.0,0.0,0.0
732,0.0,0.0,0.0
733,0.0,0.0,0.0
734,0.0,0.0,0.0
735,0.0,0.0,0.0
736,0.0,0.0,0.0
737,0.0,0.0,0.0
738,0.0,0.0,0.0
739,0.0,0.0,0.0
740,0.0,0.0,0.0
741,0.0,0.0,0.0
742,0.0,0.0,0.0
743,0.0,0.0,0.0
744,0.0,0.0,0.0
745,0.0,0.0,0.0
746,0.0,0.0,0.0
747,0.0008489234135293356,0.0021950498499847216,0.0015849155731725703
748,0.016676232348630596,0.052622552728729226,0.027486492809918037
749,0.026590707883323152,0.09613126026501823,0.050607656598523586
750,0.0428060509158355,0.12472927917439956,0.0947522996319822
751,0.045603942429795825,0.15908964074417437,0.08625299655857166
752,0.05352088573540147,0.15423074432782785,0.08722552161110121
753,0.06537933140336466,0.13855480957864305,0.06862483092642459
754,0.01984794544472348,0.0470837150301086,0.025838664306736894
755,0.0,0.0,0.0
756,0.0,0.0,0.0
